,window_start,ticker,symbol,contract_month,contract_year,transactions,open,high,low,close,session_end_date,settlement_price,dollar_volume,volume,timeframe
79,2026-01-13 14:40:00,MNQH6,MNQ,H,2026.0,26972,26009.25,26043.0,25961.25,25990.75,2026-01-13,,1310341292,50381,5min
80,2026-01-13 16:55:00,MNQH6,MNQ,H,2026.0,7811,26016.0,26026.0,26007.5,26008.75,2026-01-13,,396864236,15253,5min
81,2026-01-13 17:05:00,MNQH6,MNQ,H,2026.0,3338,26015.5,26018.0,26003.0,26004.0,2026-01-13,,161355267,6203,5min
82,2026-01-13 17:10:00,MNQH6,MNQ,H,2026.0,4834,26003.75,26007.0,25992.5,25993.25,2026-01-13,,235295597,9050,5min
83,2026-01-13 17:15:00,MNQH6,MNQ,H,2026.0,10426,25993.25,25996.5,25944.0,25959.5,2026-01-13,,573049855,22072,5min
84,2026-01-13 17:20:00,MNQH6,MNQ,H,2026.0,6618,25959.25,25985.25,25952.25,25982.0,2026-01-13,,340737414,13120,5min
85,2026-01-13 17:25:00,MNQH6,MNQ,H,2026.0,5416,25982.0,25982.25,25954.75,25966.75,2026-01-13,,267370522,10298,5min
86,2026-01-13 17:30:00,MNQH6,MNQ,H,2026.0,11605,25966.5,25978.75,25914.0,25969.5,2026-01-13,,572934063,22073,5min
87,2026-01-13 17:35:00,MNQH6,MNQ,H,2026.0,5979,25969.25,25975.0,25948.75,25950.5,2026-01-13,,310195189,11949,5min
88,2026-01-13 17:40:00,MNQH6,MNQ,H,2026.0,6524,25950.5,25954.75,25922.75,25927.0,2026-01-13,,332542403,12819,5min
89,2026-01-13 17:50:00,MNQH6,MNQ,H,2026.0,10136,25945.25,25947.75,25891.0,25902.25,2026-01-13,,566046247,21842,5min
90,2026-01-13 21:00:00,MNQH6,MNQ,H,2026.0,5957,25904.25,25926.75,25903.5,25918.75,2026-01-13,,357714756,13801,5min
91,2026-01-14 03:40:00,MNQH6,MNQ,H,2026.0,592,25918.75,25926.0,25918.75,25921.75,2026-01-14,,32274513,1245,5min
92,2026-01-14 03:50:00,MNQH6,MNQ,H,2026.0,471,25913.75,25923.0,25913.0,25917.75,2026-01-14,,24156190,932,5min
93,2026-01-14 04:00:00,MNQH6,MNQ,H,2026.0,487,25915.5,25919.0,25910.0,25912.5,2026-01-14,,23736903,916,5min
94,2026-01-14 04:05:00,MNQH6,MNQ,H,2026.0,772,25913.0,25915.0,25899.0,25903.25,2026-01-14,,43833202,1692,5min
95,2026-01-14 04:10:00,MNQH6,MNQ,H,2026.0,512,25903.0,25905.25,25897.5,25897.75,2026-01-14,,28543498,1102,5min
96,2026-01-14 04:25:00,MNQH6,MNQ,H,2026.0,486,25901.0,25904.0,25897.25,25900.75,2026-01-14,,27661561,1068,5min
97,2026-01-14 04:30:00,MNQH6,MNQ,H,2026.0,449,25901.0,25901.0,25894.75,25898.0,2026-01-14,,28254381,1091,5min
98,2026-01-14 04:35:00,MNQH6,MNQ,H,2026.0,337,25897.75,25898.0,25894.0,25894.0,2026-01-14,,15951647,616,5min
99,2026-01-14 04:40:00,MNQH6,MNQ,H,2026.0,391,25894.0,25896.0,25889.0,25891.5,2026-01-14,,24753580,956,5min
100,2026-01-14 04:45:00,MNQH6,MNQ,H,2026.0,520,25891.25,25892.0,25885.0,25886.75,2026-01-14,,31195488,1205,5min
101,2026-01-14 04:50:00,MNQH6,MNQ,H,2026.0,1108,25887.25,25887.25,25873.25,25882.0,2026-01-14,,59806012,2311,5min
102,2026-01-14 04:55:00,MNQH6,MNQ,H,2026.0,667,25882.0,25885.75,25875.0,25881.75,2026-01-14,,31108845,1202,5min
103,2026-01-14 05:05:00,MNQH6,MNQ,H,2026.0,546,25880.75,25883.5,25872.25,25875.25,2026-01-14,,26576442,1027,5min
104,2026-01-14 05:10:00,MNQH6,MNQ,H,2026.0,491,25874.75,25882.0,25872.5,25875.25,2026-01-14,,24324524,940,5min
105,2026-01-14 09:10:00,MNQH6,MNQ,H,2026.0,1094,25870.75,25878.75,25867.0,25873.5,2026-01-14,,56894495,2199,5min
106,2026-01-14 09:20:00,MNQH6,MNQ,H,2026.0,372,25875.0,25878.25,25871.0,25872.25,2026-01-14,,16714990,646,5min
107,2026-01-14 09:25:00,MNQH6,MNQ,H,2026.0,619,25872.75,25874.75,25860.75,25865.0,2026-01-14,,29488432,1140,5min
108,2026-01-14 09:30:00,MNQH6,MNQ,H,2026.0,341,25865.5,25869.25,25861.0,25864.25,2026-01-14,,15829272,612,5min
109,2026-01-14 09:35:00,MNQH6,MNQ,H,2026.0,556,25863.5,25869.25,25857.0,25863.5,2026-01-14,,25423712,983,5min
110,2026-01-14 09:40:00,MNQH6,MNQ,H,2026.0,806,25863.5,25864.25,25847.0,25854.75,2026-01-14,,39919380,1544,5min
111,2026-01-14 09:55:00,MNQH6,MNQ,H,2026.0,556,25851.5,25858.0,25848.25,25851.75,2026-01-14,,26499464,1025,5min
112,2026-01-14 10:00:00,MNQH6,MNQ,H,2026.0,551,25852.25,25852.75,25839.75,25843.0,2026-01-14,,28766120,1113,5min
113,2026-01-14 10:10:00,MNQH6,MNQ,H,2026.0,1251,25849.25,25851.0,25829.5,25833.5,2026-01-14,,68389512,2647,5min
114,2026-01-14 10:15:00,MNQH6,MNQ,H,2026.0,1497,25834.25,25834.5,25813.5,25814.75,2026-01-14,,86073594,3333,5min
115,2026-01-14 10:20:00,MNQH6,MNQ,H,2026.0,4693,25814.75,25816.0,25764.25,25773.25,2026-01-14,,245561444,9522,5min
116,2026-01-14 13:30:00,MNQH6,MNQ,H,2026.0,5142,25800.0,25807.75,25755.25,25765.0,2026-01-14,,229422977,8901,5min
117,2026-01-14 14:35:00,MNQH6,MNQ,H,2026.0,29545,25779.5,25791.25,25688.25,25696.25,2026-01-14,,1368026629,53177,5min
118,2026-01-14 14:40:00,MNQH6,MNQ,H,2026.0,29603,25697.0,25712.75,25623.5,25632.0,2026-01-14,,1451004896,56542,5min
